Log_ID,Timestamp,Username,IP_Address,Country,Login_Status,Failed_Attempts,Device,OS,Browser,Risk_Score,Attack_Type,Threat_Label
691,2026-01-12 18:52:00,anita,192.168.77.164,Japan,Success,1,Desktop,Ubuntu,Safari,1,Safe,Safe
692,2026-01-15 10:38:00,admin,192.168.122.119,Russia,Success,0,Laptop,macOS,Chrome,11,Safe,Safe
693,2026-01-04 02:54:00,sneha,192.168.69.148,Germany,Success,1,Desktop,macOS,Edge,4,Safe,Safe
694,2026-01-20 01:01:00,admin,192.168.211.196,India,Success,2,Laptop,Android,Chrome,8,Safe,Safe
695,2026-01-14 10:38:00,bob,192.168.178.232,Japan,Success,1,Laptop,Ubuntu,Chrome,36,Safe,Safe
696,2026-01-05 13:51:00,aditya,192.168.89.166,Brazil,Success,0,Desktop,Android,Edge,27,Safe,Safe
697,2026-01-07 14:53:00,bob,192.168.142.54,India,Success,3,Laptop,Windows,Firefox,28,Safe,Safe
698,2026-01-10 05:30:00,vijay,192.168.83.8,USA,Failed,5,Laptop,Ubuntu,Chrome,77,Brute Force,Threat
699,2026-01-02 08:51:00,john,192.168.255.163,USA,Success,2,Mobile,Windows,Safari,9,Safe,Safe
700,2026-01-30 11:40:00,priya,192.168.126.162,Nigeria,Failed,8,Mobile,Windows,Edge,98,Phishing,Threat
701,2026-01-18 11:17:00,pooja,192.168.53.151,USA,Failed,4,Desktop,Ubuntu,Safari,75,Brute Force,Threat
702,2026-01-11 19:57:00,admin,192.168.241.172,India,Success,1,Desktop,Windows,Firefox,12,Safe,Safe
703,2026-01-01 23:07:00,priya,192.168.16.211,China,Failed,6,Laptop,Windows,Edge,93,Credential Stuffing,Threat
704,2026-02-01 09:32:00,vijay,192.168.63.180,China,Failed,6,Desktop,Windows,Safari,76,Credential Stuffing,Threat
705,2026-01-13 03:26:00,bob,192.168.218.139,UK,Failed,5,Laptop,Android,Firefox,88,Malware,Threat
706,2026-01-19 20:28:00,priya,192.168.69.155,Nigeria,Failed,6,Desktop,Android,Safari,88,Brute Force,Threat
707,2026-02-04 14:41:00,aditya,192.168.8.47,Russia,Failed,5,Desktop,macOS,Safari,89,Credential Stuffing,Threat
708,2026-01-17 23:27:00,test,192.168.127.110,China,Success,1,Mobile,Linux,Safari,7,Safe,Safe
709,2026-01-13 12:19:00,admin,192.168.200.208,Japan,Success,1,Laptop,Linux,Firefox,25,Safe,Safe
710,2026-01-19 18:53:00,john,192.168.40.35,India,Success,0,Laptop,Android,Safari,9,Safe,Safe
711,2026-02-04 06:37:00,rahul,192.168.14.120,USA,Success,1,Mobile,Android,Edge,3,Safe,Safe
712,2026-01-20 10:24:00,alice,192.168.148.211,India,Failed,4,Desktop,macOS,Chrome,83,Credential Stuffing,Threat
713,2026-01-20 07:26:00,pooja,192.168.204.190,USA,Failed,7,Mobile,Ubuntu,Edge,78,Phishing,Threat
714,2026-02-02 13:10:00,pooja,192.168.159.26,Nigeria,Failed,5,Desktop,macOS,Safari,97,Credential Stuffing,Threat
715,2026-01-07 22:32:00,guest,192.168.109.30,Russia,Failed,5,Mobile,Ubuntu,Safari,85,Brute Force,Threat
716,2026-01-06 06:59:00,komal,192.168.115.241,India,Success,3,Mobile,Ubuntu,Chrome,19,Safe,Safe
717,2026-02-02 20:44:00,test,192.168.169.42,Russia,Failed,5,Mobile,Android,Chrome,76,Credential Stuffing,Threat
718,2026-01-15 17:06:00,alice,192.168.206.216,India,Success,2,Desktop,Windows,Chrome,25,Safe,Safe
719,2026-01-13 08:05:00,sneha,192.168.51.171,Brazil,Success,3,Mobile,Ubuntu,Safari,32,Safe,Safe
720,2026-01-22 21:38:00,anita,192.168.83.230,Brazil,Failed,6,Mobile,Ubuntu,Edge,70,Phishing,Threat
721,2026-02-04 01:40:00,aditya,192.168.180.146,USA,Failed,5,Mobile,macOS,Edge,84,Malware,Threat
722,2026-01-20 23:07:00,guest,192.168.52.93,Brazil,Success,3,Laptop,Android,Chrome,35,Safe,Safe
723,2026-01-19 19:18:00,test,192.168.151.132,Japan,Success,1,Mobile,Android,Edge,5,Safe,Safe
724,2026-02-04 17:16:00,anita,192.168.212.14,India,Failed,5,Laptop,macOS,Chrome,97,Malware,Threat
725,2026-02-05 01:12:00,john,192.168.149.137,USA,Failed,4,Desktop,Windows,Chrome,86,Credential Stuffing,Threat
726,2026-02-04 10:41:00,admin,192.168.175.20,Nigeria,Success,3,Mobile,Android,Chrome,26,Safe,Safe
727,2026-01-08 00:25:00,rohit,192.168.15.203,India,Failed,4,Laptop,Linux,Safari,91,Phishing,Threat
728,2026-01-26 13:55:00,aditya,192.168.168.156,Germany,Success,3,Laptop,Windows,Firefox,13,Safe,Safe
729,2026-01-14 19:32:00,alice,192.168.64.222,India,Failed,7,Mobile,Android,Edge,75,Credential Stuffing,Threat
730,2026-01-12 15:22:00,admin,192.168.171.101,Australia,Failed,8,Desktop,Ubuntu,Chrome,92,Malware,Threat
731,2026-01-05 16:24:00,amit,192.168.168.54,Australia,Failed,5,Desktop,Linux,Firefox,96,Brute Force,Threat
732,2026-01-30 21:16:00,admin,192.168.90.184,China,Success,2,Laptop,Linux,Chrome,18,Safe,Safe
733,2026-01-24 18:17:00,sneha,192.168.12.148,Russia,Failed,5,Laptop,Windows,Chrome,71,Malware,Threat
734,2026-01-19 02:57:00,pooja,192.168.86.204,Japan,Failed,7,Mobile,macOS,Chrome,85,Brute Force,Threat
735,2026-01-05 15:03:00,anita,192.168.249.248,India,Failed,6,Laptop,Linux,Firefox,81,Phishing,Threat
736,2026-01-27 05:27:00,rahul,192.168.23.223,Russia,Success,0,Desktop,macOS,Safari,5,Safe,Safe
737,2026-01-10 20:21:00,rohit,192.168.132.137,Russia,Success,3,Mobile,Linux,Firefox,14,Safe,Safe
738,2026-01-05 21:58:00,test,192.168.137.250,Japan,Failed,5,Mobile,macOS,Firefox,98,Phishing,Threat
739,2026-01-11 11:50:00,alice,192.168.159.159,Germany,Success,2,Desktop,Windows,Chrome,23,Safe,Safe
740,2026-01-10 20:15:00,amit,192.168.51.19,USA,Failed,8,Laptop,Windows,Firefox,80,Credential Stuffing,Threat
741,2026-01-22 11:01:00,vijay,192.168.64.145,Russia,Failed,7,Laptop,Android,Chrome,74,Phishing,Threat
742,2026-01-06 08:37:00,aditya,192.168.244.155,Germany,Failed,5,Desktop,Linux,Edge,71,Phishing,Threat
743,2026-01-26 19:56:00,vijay,192.168.204.196,USA,Failed,6,Laptop,Ubuntu,Safari,94,Malware,Threat
744,2026-01-13 05:18:00,test,192.168.6.129,China,Success,1,Laptop,Windows,Chrome,18,Safe,Safe
745,2026-01-07 14:00:00,rohit,192.168.150.250,USA,Failed,7,Desktop,macOS,Edge,100,Phishing,Threat
746,2026-01-17 14:22:00,pooja,192.168.15.234,India,Success,0,Laptop,macOS,Safari,14,Safe,Safe
747,2026-01-26 21:13:00,admin,192.168.168.182,Japan,Success,3,Laptop,Linux,Edge,13,Safe,Safe
748,2026-01-24 05:38:00,vijay,192.168.237.141,India,Success,0,Mobile,Android,Chrome,40,Safe,Safe
749,2026-01-24 18:06:00,alice,192.168.233.138,Russia,Failed,6,Mobile,macOS,Firefox,83,Phishing,Threat
750,2026-01-01 12:59:00,vijay,192.168.155.49,Australia,Failed,8,Laptop,Windows,Chrome,88,Brute Force,Threat
751,2026-01-16 14:23:00,admin,192.168.227.238,Germany,Failed,5,Laptop,Ubuntu,Edge,80,Phishing,Threat
752,2026-01-19 14:46:00,alice,192.168.39.129,Japan,Failed,7,Laptop,Linux,Edge,75,Malware,Threat
753,2026-01-05 08:40:00,vijay,192.168.77.238,Russia,Failed,7,Laptop,Windows,Chrome,78,Phishing,Threat
754,2026-02-03 07:00:00,pooja,192.168.243.121,Australia,Failed,7,Laptop,Ubuntu,Safari,91,Credential Stuffing,Threat
755,2026-02-01 18:43:00,rahul,192.168.133.85,UK,Failed,6,Laptop,Windows,Edge,99,Phishing,Threat
756,2026-01-13 17:52:00,john,192.168.153.93,Nigeria,Success,3,Mobile,Ubuntu,Chrome,23,Safe,Safe
757,2026-01-30 02:43:00,amit,192.168.108.39,Brazil,Success,0,Desktop,Linux,Firefox,22,Safe,Safe
758,2026-01-02 20:15:00,pooja,192.168.24.82,Russia,Failed,5,Mobile,Ubuntu,Edge,95,Brute Force,Threat
759,2026-01-09 21:32:00,alice,192.168.129.82,Australia,Success,0,Laptop,Android,Edge,33,Safe,Safe
760,2026-01-21 01:58:00,guest,192.168.201.228,Brazil,Failed,8,Mobile,Windows,Safari,83,Malware,Threat
761,2026-01-03 18:41:00,amit,192.168.21.95,USA,Failed,5,Laptop,Ubuntu,Edge,84,Brute Force,Threat
762,2026-01-01 18:57:00,komal,192.168.226.10,Germany,Success,2,Laptop,Ubuntu,Firefox,18,Safe,Safe
763,2026-01-11 04:50:00,komal,192.168.13.31,Nigeria,Failed,7,Mobile,Ubuntu,Firefox,71,Malware,Threat
764,2026-02-01 16:12:00,guest,192.168.51.79,Russia,Success,2,Desktop,Windows,Firefox,27,Safe,Safe
765,2026-01-19 06:55:00,rohit,192.168.234.182,China,Failed,7,Laptop,macOS,Edge,84,Credential Stuffing,Threat
766,2026-01-21 09:04:00,anita,192.168.195.54,UK,Failed,5,Laptop,Windows,Safari,77,Malware,Threat
767,2026-01-26 18:28:00,anita,192.168.168.197,Brazil,Failed,7,Laptop,macOS,Firefox,94,Credential Stuffing,Threat
768,2026-02-02 10:17:00,john,192.168.209.176,Australia,Failed,8,Desktop,Windows,Edge,83,Brute Force,Threat
769,2026-01-14 10:45:00,sneha,192.168.233.80,Australia,Failed,8,Mobile,Linux,Firefox,74,Brute Force,Threat
770,2026-01-06 10:12:00,guest,192.168.32.103,Nigeria,Failed,4,Desktop,macOS,Edge,88,Brute Force,Threat
771,2026-01-12 19:56:00,alice,192.168.250.8,UK,Success,2,Mobile,Linux,Safari,38,Safe,Safe
772,2026-01-22 07:10:00,anita,192.168.50.156,Australia,Failed,8,Mobile,macOS,Chrome,97,Credential Stuffing,Threat
773,2026-01-21 20:18:00,rahul,192.168.218.130,Australia,Failed,5,Mobile,macOS,Chrome,78,Brute Force,Threat
774,2026-01-29 09:54:00,john,192.168.64.245,China,Success,3,Mobile,Windows,Firefox,1,Safe,Safe
775,2026-01-18 06:04:00,rohit,192.168.107.191,Russia,Failed,6,Laptop,Ubuntu,Edge,73,Malware,Threat
776,2026-01-19 06:56:00,vijay,192.168.12.116,UK,Failed,5,Mobile,macOS,Firefox,72,Phishing,Threat
777,2026-01-09 22:07:00,priya,192.168.89.84,China,Failed,6,Laptop,Windows,Chrome,100,Brute Force,Threat
778,2026-01-25 06:32:00,alice,192.168.154.106,Germany,Failed,7,Mobile,Android,Firefox,99,Credential Stuffing,Threat
779,2026-01-26 16:50:00,rohit,192.168.67.216,Germany,Failed,8,Desktop,macOS,Chrome,71,Phishing,Threat
780,2026-01-25 09:48:00,sneha,192.168.85.160,Australia,Success,0,Laptop,Ubuntu,Chrome,26,Safe,Safe
781,2026-01-11 13:33:00,pooja,192.168.98.20,Russia,Success,3,Laptop,Windows,Safari,18,Safe,Safe
782,2026-01-19 13:06:00,amit,192.168.86.61,India,Success,0,Mobile,Linux,Chrome,14,Safe,Safe
783,2026-01-10 04:51:00,john,192.168.245.163,China,Failed,4,Laptop,Android,Chrome,90,Malware,Threat
784,2026-01-09 02:09:00,pooja,192.168.10.220,Russia,Failed,6,Laptop,macOS,Edge,91,Malware,Threat
785,2026-01-03 11:37:00,admin,192.168.228.55,Nigeria,Success,0,Mobile,Ubuntu,Safari,4,Safe,Safe
786,2026-01-07 12:46:00,vijay,192.168.111.78,Nigeria,Failed,6,Laptop,Linux,Edge,71,Credential Stuffing,Threat
787,2026-01-06 04:28:00,guest,192.168.252.249,Australia,Failed,8,Desktop,Ubuntu,Chrome,93,Phishing,Threat
788,2026-01-05 13:01:00,rahul,192.168.102.161,USA,Success,1,Mobile,Windows,Safari,4,Safe,Safe
789,2026-01-10 14:33:00,priya,192.168.134.91,Australia,Success,1,Desktop,macOS,Chrome,30,Safe,Safe
790,2026-01-28 01:46:00,rahul,192.168.66.132,Japan,Success,3,Mobile,Android,Edge,25,Safe,Safe
791,2026-01-27 21:03:00,alice,192.168.22.64,USA,Failed,6,Mobile,Windows,Chrome,95,Credential Stuffing,Threat
792,2026-02-01 03:41:00,priya,192.168.196.93,USA,Success,3,Laptop,Linux,Chrome,29,Safe,Safe
793,2026-01-17 05:16:00,sneha,192.168.214.26,Japan,Failed,4,Laptop,macOS,Edge,74,Phishing,Threat
794,2026-01-20 07:31:00,test,192.168.18.242,UK,Success,1,Laptop,Android,Chrome,16,Safe,Safe
795,2026-01-17 14:06:00,alice,192.168.121.237,Germany,Failed,4,Desktop,Windows,Edge,87,Brute Force,Threat
796,2026-01-12 12:13:00,test,192.168.205.70,UK,Failed,4,Laptop,macOS,Chrome,76,Malware,Threat
797,2026-01-02 10:48:00,admin,192.168.113.235,Brazil,Success,0,Mobile,Linux,Chrome,15,Safe,Safe
798,2026-01-13 02:18:00,bob,192.168.20.43,Brazil,Failed,7,Desktop,macOS,Firefox,96,Brute Force,Threat
799,2026-01-21 18:18:00,vijay,192.168.182.42,Brazil,Failed,5,Laptop,Linux,Firefox,99,Credential Stuffing,Threat
800,2026-01-26 22:42:00,rahul,192.168.249.211,Russia,Failed,7,Desktop,Ubuntu,Chrome,97,Malware,Threat
801,2026-01-10 06:08:00,alice,192.168.236.112,Nigeria,Failed,4,Desktop,macOS,Safari,83,Credential Stuffing,Threat
802,2026-01-07 11:15:00,amit,192.168.137.201,Australia,Failed,7,Desktop,macOS,Chrome,74,Brute Force,Threat
803,2026-01-14 05:45:00,pooja,192.168.182.98,Germany,Success,2,Mobile,Windows,Edge,7,Safe,Safe
804,2026-01-27 12:46:00,amit,192.168.221.173,Brazil,Failed,6,Laptop,Windows,Chrome,74,Phishing,Threat
805,2026-01-27 17:03:00,sneha,192.168.136.190,Japan,Failed,7,Laptop,macOS,Safari,76,Brute Force,Threat
806,2026-01-19 05:33:00,admin,192.168.201.209,Japan,Success,1,Desktop,Android,Firefox,12,Safe,Safe
807,2026-02-03 11:26:00,priya,192.168.178.246,UK,Success,3,Desktop,Ubuntu,Edge,19,Safe,Safe
808,2026-01-21 04:17:00,bob,192.168.14.20,Germany,Success,2,Desktop,macOS,Edge,30,Safe,Safe
809,2026-01-21 03:37:00,test,192.168.151.91,Japan,Failed,4,Mobile,macOS,Chrome,78,Credential Stuffing,Threat
810,2026-01-12 08:55:00,anita,192.168.128.68,Brazil,Success,0,Laptop,Android,Safari,30,Safe,Safe
811,2026-01-09 11:26:00,rahul,192.168.71.216,Brazil,Failed,4,Mobile,Linux,Chrome,81,Malware,Threat
812,2026-01-10 12:47:00,admin,192.168.202.248,Japan,Failed,5,Mobile,Windows,Edge,79,Brute Force,Threat
813,2026-01-08 20:42:00,komal,192.168.77.35,India,Failed,5,Laptop,Android,Edge,94,Malware,Threat
814,2026-01-09 17:30:00,rahul,192.168.239.233,India,Failed,8,Laptop,Linux,Firefox,83,Credential Stuffing,Threat
815,2026-01-10 21:41:00,aditya,192.168.196.7,UK,Failed,8,Desktop,Android,Safari,77,Malware,Threat
816,2026-01-28 22:58:00,bob,192.168.67.20,China,Failed,8,Desktop,macOS,Firefox,73,Phishing,Threat
817,2026-01-26 06:34:00,aditya,192.168.82.195,Brazil,Failed,6,Mobile,Windows,Safari,82,Brute Force,Threat
818,2026-01-13 11:15:00,bob,192.168.0.217,Germany,Failed,6,Desktop,macOS,Firefox,84,Malware,Threat
819,2026-01-02 14:04:00,anita,192.168.148.162,Nigeria,Success,3,Mobile,Linux,Firefox,1,Safe,Safe
820,2026-02-04 09:00:00,alice,192.168.159.94,USA,Failed,8,Desktop,Windows,Safari,99,Brute Force,Threat
821,2026-01-24 10:25:00,alice,192.168.8.217,Japan,Failed,4,Desktop,macOS,Chrome,71,Brute Force,Threat
822,2026-01-08 14:39:00,amit,192.168.200.215,Russia,Failed,4,Laptop,Windows,Firefox,70,Malware,Threat
823,2026-01-19 05:42:00,rohit,192.168.232.215,China,Failed,5,Desktop,macOS,Chrome,74,Credential Stuffing,Threat
824,2026-01-10 21:00:00,pooja,192.168.2.67,China,Failed,5,Laptop,macOS,Edge,78,Brute Force,Threat
825,2026-02-03 04:28:00,anita,192.168.10.34,Australia,Failed,5,Laptop,Linux,Chrome,83,Malware,Threat
826,2026-01-16 13:50:00,guest,192.168.161.37,China,Success,1,Desktop,Ubuntu,Chrome,11,Safe,Safe
827,2026-01-19 10:03:00,aditya,192.168.206.160,Japan,Failed,8,Laptop,Windows,Safari,70,Phishing,Threat
828,2026-02-04 23:40:00,vijay,192.168.60.133,USA,Failed,5,Desktop,Linux,Chrome,93,Phishing,Threat
829,2026-02-04 12:05:00,aditya,192.168.157.46,UK,Failed,8,Desktop,Ubuntu,Firefox,75,Phishing,Threat
830,2026-01-17 00:21:00,guest,192.168.10.14,USA,Failed,7,Laptop,Ubuntu,Firefox,75,Brute Force,Threat
831,2026-01-23 15:37:00,aditya,192.168.67.167,Japan,Failed,5,Desktop,macOS,Edge,90,Brute Force,Threat
832,2026-02-02 00:24:00,john,192.168.141.91,India,Success,1,Desktop,macOS,Firefox,34,Safe,Safe
833,2026-01-15 11:40:00,bob,192.168.64.63,India,Failed,6,Laptop,Ubuntu,Chrome,84,Credential Stuffing,Threat
834,2026-01-15 13:45:00,alice,192.168.87.95,Brazil,Failed,4,Mobile,Windows,Firefox,83,Brute Force,Threat
835,2026-01-15 10:42:00,sneha,192.168.36.71,Australia,Success,0,Mobile,Android,Firefox,12,Safe,Safe
836,2026-01-06 02:37:00,alice,192.168.171.73,Brazil,Failed,5,Desktop,Windows,Firefox,93,Credential Stuffing,Threat
837,2026-01-17 22:57:00,priya,192.168.233.241,Russia,Failed,7,Laptop,Linux,Chrome,95,Malware,Threat
838,2026-02-02 18:55:00,vijay,192.168.135.4,Brazil,Failed,5,Mobile,Ubuntu,Firefox,74,Brute Force,Threat
839,2026-02-04 22:03:00,sneha,192.168.228.111,Nigeria,Success,2,Laptop,Ubuntu,Firefox,39,Safe,Safe
840,2026-02-03 13:59:00,bob,192.168.195.15,Russia,Success,2,Laptop,Linux,Firefox,10,Safe,Safe
841,2026-02-02 01:14:00,sneha,192.168.58.125,Australia,Failed,8,Laptop,Ubuntu,Edge,87,Phishing,Threat
842,2026-01-02 23:33:00,amit,192.168.37.51,Brazil,Failed,6,Laptop,Android,Chrome,92,Brute Force,Threat
843,2026-01-06 13:24:00,amit,192.168.80.129,Japan,Success,3,Laptop,macOS,Chrome,12,Safe,Safe
844,2026-01-11 00:17:00,aditya,192.168.158.185,India,Failed,6,Mobile,macOS,Edge,89,Phishing,Threat
845,2026-01-27 07:26:00,komal,192.168.2.231,Russia,Failed,8,Laptop,Linux,Safari,71,Phishing,Threat
846,2026-01-11 23:11:00,priya,192.168.103.82,China,Failed,8,Mobile,Ubuntu,Safari,93,Credential Stuffing,Threat
847,2026-01-11 17:09:00,pooja,192.168.143.181,Germany,Success,3,Laptop,Ubuntu,Chrome,38,Safe,Safe
848,2026-01-31 11:42:00,amit,192.168.23.9,Russia,Failed,4,Mobile,Ubuntu,Firefox,93,Brute Force,Threat
849,2026-01-10 16:54:00,rahul,192.168.223.10,UK,Success,1,Desktop,macOS,Chrome,13,Safe,Safe
850,2026-01-01 23:48:00,aditya,192.168.164.210,India,Failed,5,Mobile,Linux,Safari,79,Credential Stuffing,Threat
851,2026-01-15 11:21:00,admin,192.168.139.199,USA,Failed,4,Laptop,Linux,Chrome,81,Credential Stuffing,Threat
852,2026-02-01 21:23:00,john,192.168.244.180,Australia,Failed,7,Laptop,Ubuntu,Edge,84,Brute Force,Threat
853,2026-01-22 10:56:00,alice,192.168.43.162,Brazil,Failed,4,Laptop,Android,Edge,87,Phishing,Threat
854,2026-01-19 18:03:00,komal,192.168.251.30,Australia,Success,3,Desktop,Linux,Firefox,10,Safe,Safe
855,2026-01-05 18:22:00,pooja,192.168.88.190,USA,Failed,5,Laptop,Android,Chrome,97,Malware,Threat
856,2026-01-10 00:16:00,priya,192.168.220.31,Japan,Success,2,Mobile,Android,Edge,26,Safe,Safe
857,2026-01-01 19:08:00,alice,192.168.59.208,Brazil,Success,2,Mobile,Ubuntu,Chrome,32,Safe,Safe
858,2026-01-10 07:48:00,rohit,192.168.130.132,Australia,Failed,7,Mobile,Ubuntu,Firefox,100,Brute Force,Threat
859,2026-02-01 07:06:00,rohit,192.168.185.76,Russia,Success,2,Mobile,Linux,Safari,25,Safe,Safe
860,2026-01-18 18:08:00,guest,192.168.152.47,USA,Failed,8,Laptop,Windows,Edge,77,Malware,Threat
861,2026-02-01 02:15:00,sneha,192.168.212.164,Germany,Success,0,Mobile,Linux,Safari,36,Safe,Safe
862,2026-02-02 22:16:00,aditya,192.168.54.24,Germany,Failed,4,Mobile,Linux,Safari,71,Phishing,Threat
863,2026-01-09 11:15:00,rohit,192.168.38.30,Russia,Failed,4,Desktop,macOS,Edge,76,Malware,Threat
864,2026-01-05 16:03:00,vijay,192.168.57.116,Germany,Failed,7,Mobile,Windows,Chrome,94,Phishing,Threat
865,2026-01-22 05:57:00,admin,192.168.196.23,USA,Failed,4,Mobile,Windows,Safari,95,Malware,Threat
866,2026-01-10 05:18:00,bob,192.168.85.204,USA,Failed,7,Mobile,Ubuntu,Safari,72,Malware,Threat
867,2026-01-16 21:20:00,admin,192.168.211.65,India,Success,1,Laptop,Android,Safari,33,Safe,Safe
868,2026-01-19 23:23:00,sneha,192.168.243.123,USA,Success,2,Mobile,Android,Edge,8,Safe,Safe
869,2026-01-25 09:44:00,komal,192.168.180.76,Russia,Failed,8,Laptop,Linux,Chrome,85,Credential Stuffing,Threat
870,2026-01-24 05:11:00,pooja,192.168.175.127,Japan,Success,2,Mobile,Linux,Firefox,27,Safe,Safe
871,2026-01-25 15:16:00,pooja,192.168.113.162,Brazil,Failed,4,Laptop,Android,Edge,77,Credential Stuffing,Threat
872,2026-01-30 08:13:00,anita,192.168.112.103,Japan,Success,0,Mobile,Ubuntu,Chrome,7,Safe,Safe
873,2026-01-31 09:23:00,vijay,192.168.100.62,Nigeria,Success,2,Desktop,macOS,Safari,27,Safe,Safe
874,2026-01-05 03:05:00,admin,192.168.158.50,Australia,Success,3,Mobile,Windows,Chrome,24,Safe,Safe
875,2026-01-22 04:36:00,guest,192.168.164.81,Germany,Success,0,Desktop,Windows,Chrome,5,Safe,Safe
876,2026-01-29 09:44:00,sneha,192.168.1.25,Nigeria,Failed,4,Mobile,Ubuntu,Edge,98,Credential Stuffing,Threat
877,2026-02-03 07:49:00,amit,192.168.202.245,Brazil,Failed,6,Laptop,Ubuntu,Firefox,73,Credential Stuffing,Threat
878,2026-02-03 17:45:00,komal,192.168.111.99,USA,Failed,6,Mobile,Android,Safari,85,Credential Stuffing,Threat
879,2026-01-24 09:34:00,rohit,192.168.29.98,USA,Success,1,Mobile,Android,Safari,19,Safe,Safe
880,2026-01-25 14:08:00,admin,192.168.94.132,India,Success,2,Desktop,Windows,Chrome,11,Safe,Safe
881,2026-01-01 16:36:00,pooja,192.168.157.1,UK,Success,0,Desktop,Linux,Safari,14,Safe,Safe
882,2026-01-29 07:54:00,priya,192.168.44.99,Australia,Failed,6,Mobile,Linux,Firefox,89,Phishing,Threat
883,2026-01-16 05:34:00,amit,192.168.234.71,Australia,Failed,5,Desktop,Android,Safari,87,Credential Stuffing,Threat
884,2026-01-28 18:52:00,pooja,192.168.7.50,Japan,Failed,5,Desktop,macOS,Safari,89,Brute Force,Threat
885,2026-01-22 19:51:00,rohit,192.168.250.197,UK,Failed,8,Desktop,Android,Chrome,74,Brute Force,Threat
886,2026-01-02 13:35:00,anita,192.168.141.135,Nigeria,Success,1,Desktop,Ubuntu,Safari,34,Safe,Safe
887,2026-01-16 12:07:00,rahul,192.168.143.96,Brazil,Failed,4,Laptop,Linux,Chrome,83,Malware,Threat
888,2026-01-17 04:06:00,sneha,192.168.13.238,Germany,Success,0,Desktop,Windows,Edge,11,Safe,Safe
889,2026-02-03 14:19:00,bob,192.168.86.182,China,Failed,7,Mobile,Windows,Chrome,75,Malware,Threat
890,2026-01-23 17:27:00,anita,192.168.149.129,Australia,Failed,5,Desktop,Ubuntu,Chrome,71,Phishing,Threat
891,2026-02-04 22:47:00,anita,192.168.141.39,UK,Failed,8,Mobile,macOS,Chrome,91,Credential Stuffing,Threat
892,2026-01-29 03:54:00,alice,192.168.61.93,UK,Failed,6,Desktop,Linux,Firefox,97,Phishing,Threat
893,2026-01-08 08:01:00,john,192.168.112.13,Australia,Success,3,Mobile,macOS,Safari,32,Safe,Safe
894,2026-01-14 14:26:00,test,192.168.126.150,UK,Failed,4,Desktop,Android,Firefox,91,Malware,Threat
895,2026-01-08 18:29:00,anita,192.168.16.178,Germany,Success,1,Laptop,Ubuntu,Firefox,18,Safe,Safe
896,2026-01-13 23:45:00,john,192.168.149.38,Germany,Failed,6,Mobile,Android,Firefox,97,Brute Force,Threat
897,2026-01-31 03:31:00,bob,192.168.44.235,Brazil,Success,1,Desktop,macOS,Firefox,2,Safe,Safe
898,2026-01-09 18:28:00,john,192.168.174.107,Germany,Failed,8,Mobile,Android,Firefox,70,Malware,Threat
899,2026-01-29 08:35:00,rohit,192.168.39.126,Australia,Success,2,Desktop,Android,Firefox,19,Safe,Safe
900,2026-01-05 00:58:00,anita,192.168.53.220,USA,Failed,4,Desktop,Linux,Safari,77,Malware,Threat
901,2026-01-13 18:21:00,rohit,192.168.39.213,India,Failed,5,Laptop,Ubuntu,Firefox,77,Credential Stuffing,Threat
902,2026-01-23 02:36:00,anita,192.168.123.113,Germany,Success,3,Desktop,Linux,Chrome,34,Safe,Safe
903,2026-01-15 11:55:00,john,192.168.112.100,USA,Failed,8,Laptop,Ubuntu,Chrome,77,Brute Force,Threat
904,2026-01-23 02:10:00,rohit,192.168.213.103,China,Failed,4,Desktop,Windows,Firefox,85,Credential Stuffing,Threat
905,2026-01-26 01:31:00,aditya,192.168.165.90,Japan,Failed,7,Mobile,macOS,Chrome,79,Brute Force,Threat
906,2026-01-18 22:43:00,guest,192.168.74.45,Russia,Failed,8,Mobile,Linux,Chrome,76,Credential Stuffing,Threat
907,2026-01-03 05:10:00,rohit,192.168.152.105,Nigeria,Success,2,Desktop,Linux,Chrome,32,Safe,Safe
908,2026-01-27 08:13:00,admin,192.168.152.217,UK,Failed,7,Desktop,macOS,Safari,95,Credential Stuffing,Threat
909,2026-01-16 16:54:00,vijay,192.168.108.53,India,Success,1,Laptop,Ubuntu,Edge,15,Safe,Safe
910,2026-01-15 05:36:00,anita,192.168.180.102,Nigeria,Failed,6,Laptop,Android,Edge,70,Credential Stuffing,Threat
911,2026-01-20 12:27:00,anita,192.168.69.36,Brazil,Failed,8,Mobile,Ubuntu,Safari,77,Phishing,Threat
912,2026-01-16 00:34:00,john,192.168.217.185,Australia,Failed,8,Mobile,Android,Firefox,70,Credential Stuffing,Threat
913,2026-01-22 14:26:00,sneha,192.168.120.18,Russia,Success,2,Mobile,Windows,Safari,22,Safe,Safe
914,2026-01-13 07:48:00,anita,192.168.115.204,Japan,Success,2,Laptop,Windows,Edge,22,Safe,Safe
915,2026-01-30 03:25:00,rahul,192.168.86.49,Nigeria,Failed,4,Mobile,macOS,Firefox,90,Malware,Threat
916,2026-01-04 01:43:00,test,192.168.188.140,Japan,Failed,8,Desktop,Ubuntu,Safari,91,Phishing,Threat
917,2026-01-14 20:28:00,vijay,192.168.51.129,Japan,Success,1,Mobile,Linux,Firefox,20,Safe,Safe
918,2026-01-27 01:21:00,aditya,192.168.211.226,Australia,Success,3,Mobile,Linux,Edge,3,Safe,Safe
